      En-low      En-high        flux      flux-unc         gxs       gxs-unc   greac-rate     cum-rate 
  5.49541E-02  5.75440E-02  1.41044E-03  0.00000E+00  1.49737E+05  3.74760E+01  2.11194E+02  6.77607E+05
  5.75440E-02  6.02560E-02  1.41044E-03  0.00000E+00  1.46338E+05  3.74216E+01  2.06400E+02  6.77814E+05
  6.02560E-02  6.30957E-02  1.41044E-03  0.00000E+00  1.43016E+05  3.74216E+01  2.01715E+02  6.78015E+05
  6.30957E-02  6.60693E-02  1.41044E-03  0.00000E+00  1.39764E+05  3.74216E+01  1.97128E+02  6.78213E+05
  6.60693E-02  6.91831E-02  1.41044E-03  0.00000E+00  1.36588E+05  3.74216E+01  1.92649E+02  6.78405E+05
  6.91831E-02  7.24436E-02  1.41044E-03  0.00000E+00  1.33478E+05  3.74310E+01  1.88263E+02  6.78593E+05
  7.24436E-02  7.58578E-02  1.41044E-03  0.00000E+00  1.30443E+05  3.74310E+01  1.83981E+02  6.78777E+05
  7.58578E-02  7.94328E-02  1.41044E-03  0.00000E+00  1.27473E+05  3.74310E+01  1.79792E+02  6.78957E+05
  7.94328E-02  8.31764E-02  1.41044E-03  0.00000E+00  1.24572E+05  3.75125E+01  1.75702E+02  6.79133E+05
  8.31764E-02  8.70964E-02  1.41044E-03  0.00000E+00  1.21737E+05  3.75125E+01  1.71702E+02  6.79305E+05
  8.70964E-02  9.12011E-02  1.41044E-03  0.00000E+00  1.18965E+05  3.75125E+01  1.67793E+02  6.79472E+05
  9.12011E-02  9.54993E-02  1.41044E-03  0.00000E+00  1.16258E+05  3.75125E+01  1.63975E+02  6.79636E+05
  9.54993E-02  1.00000E-01  1.41044E-03  0.00000E+00  1.13611E+05  3.77839E+01  1.60241E+02  6.79797E+05
  1.00000E-01  1.04713E-01  1.41044E-03  0.00000E+00  1.11027E+05  3.77839E+01  1.56596E+02  6.79953E+05
  1.04713E-01  1.09648E-01  1.41044E-03  0.00000E+00  1.08497E+05  3.77839E+01  1.53029E+02  6.80106E+05
  1.09648E-01  1.14815E-01  1.41044E-03  0.00000E+00  1.06028E+05  3.77839E+01  1.49545E+02  6.80256E+05
  1.14815E-01  1.20226E-01  1.41044E-03  0.00000E+00  1.03612E+05  3.77839E+01  1.46139E+02  6.80402E+05
  1.20226E-01  1.25893E-01  1.41044E-03  0.00000E+00  1.01257E+05  3.77839E+01  1.42816E+02  6.80545E+05
  1.25893E-01  1.31826E-01  1.41044E-03  0.00000E+00  9.89510E+04  3.77839E+01  1.39564E+02  6.80684E+05
  1.31826E-01  1.38038E-01  1.41044E-03  0.00000E+00  9.66983E+04  3.77839E+01  1.36387E+02  6.80821E+05
  1.38038E-01  1.44544E-01  1.41044E-03  0.00000E+00  9.44987E+04  3.80603E+01  1.33284E+02  6.80954E+05
  1.44544E-01  1.51356E-01  1.41044E-03  0.00000E+00  9.23468E+04  3.82736E+01  1.30249E+02  6.81084E+05
  1.51356E-01  1.58489E-01  1.41044E-03  0.00000E+00  9.02450E+04  3.82736E+01  1.27285E+02  6.81212E+05
  1.58489E-01  1.65959E-01  1.41044E-03  0.00000E+00  8.81900E+04  3.82736E+01  1.24386E+02  6.81336E+05
